tempo,rpmEsquerdo,rpmDireito,corrente
23526,85.19,84.36,510.00
23549,189.44,84.36,509.00
23574,88.99,55.30,510.00
23599,88.99,55.30,511.00
23626,199.73,101.68,511.00
23650,199.73,64.74,509.00
23674,97.25,115.35,511.00
23699,68.15,115.35,507.00
23723,68.15,69.86,509.00
23747,69.26,121.99,511.00
23772,69.26,121.99,510.00
23795,69.86,73.36,510.00
23820,69.86,123.52,510.00
23843,198.41,123.52,509.00
23868,198.41,71.75,510.00
23892,75.65,116.86,511.00
23916,138.33,116.86,510.00
23941,138.33,64.81,511.00
23964,53.58,95.38,510.00
23989,53.58,95.38,509.00
24035,73.38,49.42,511.00
24059,73.38,75.15,509.00
24083,73.38,75.15,510.00
24111,73.38,75.15,510.00
24134,73.38,40.48,509.00
24159,73.38,40.48,508.00
24182,73.38,51.98,510.00
24207,73.38,51.98,510.00
24230,73.38,51.98,509.00
24255,73.38,51.98,511.00
24279,73.38,51.98,509.00
24303,73.38,30.57,510.00
24327,73.38,30.57,510.00
24351,73.38,58.24,509.00
24376,73.38,58.24,511.00
24399,73.38,58.24,510.00
24424,73.38,35.95,513.00
24448,73.38,35.95,511.00
24472,73.38,66.28,512.00
24496,73.38,66.28,509.00
24520,0.00,66.28,510.00
24544,0.00,45.73,509.00
24568,0.00,87.07,510.00
24613,126.75,56.70,510.00
24641,126.75,56.70,511.00
24666,126.75,105.84,508.00
24689,51.40,71.59,508.00
24714,108.26,134.46,509.00
24737,108.26,134.46,511.00
24762,48.78,142.15,510.00
24786,103.73,142.15,509.00
24811,103.73,88.40,511.00
24835,103.73,149.79,510.00
24859,49.16,91.03,510.00
24884,111.34,152.94,510.00
24907,111.34,93.61,510.00
24932,111.34,155.96,509.00
24955,50.08,92.56,510.00
24980,105.07,146.83,510.00
25004,105.07,146.83,508.00
25028,49.34,154.96,509.00
25059,116.06,90.93,509.00
25082,116.06,150.39,508.00
25107,116.06,150.39,509.00
25131,49.68,61.25,510.00
25154,111.87,61.25,510.00
25179,111.87,82.04,510.00
25224,43.67,82.04,510.00
25247,77.62,82.04,510.00
25272,77.62,32.04,508.00
25295,77.62,32.04,510.00
25320,77.62,32.04,510.00
25344,35.64,32.04,510.00
25368,78.31,32.04,510.00
25392,78.31,32.04,511.00
25416,78.31,32.04,511.00
25440,78.31,32.04,509.00
25464,37.07,32.04,510.00
25489,82.50,32.04,509.00
25512,82.50,32.04,509.00
25536,82.50,32.04,510.00
25564,41.05,32.04,510.00
25588,101.37,32.04,510.00
25612,101.37,32.04,510.00
25636,101.37,32.04,510.00
25660,50.76,32.04,511.00
25684,116.73,32.04,510.00
25709,116.73,32.04,510.00
25733,56.28,32.04,507.00
25757,123.36,32.04,508.00
25781,123.36,32.04,511.00
25827,147.61,5.68,511.00
25851,147.61,58.36,511.00
25875,70.54,88.19,509.00
25900,161.85,88.19,510.00
25923,79.01,88.19,510.00
25948,180.12,49.02,511.00
25972,85.03,94.35,511.00
25996,85.03,94.35,509.00
26020,62.61,55.09,509.00
26051,193.60,96.54,509.00
26076,93.74,96.54,511.00
26099,198.47,96.54,512.00
26124,93.31,54.75,510.00
26147,93.31,107.70,511.00
26171,66.50,107.70,509.00
26195,66.50,65.35,511.00
26219,68.86,112.78,511.00
26243,68.86,112.78,509.00
26267,69.60,69.52,510.00
26292,70.64,118.65,509.00
26315,70.64,118.65,509.00
26340,71.41,69.30,510.00
26363,71.41,123.52,510.00
26406,69.07,71.46,509.00
26434,54.22,120.12,510.00
26458,147.03,67.73,509.00
26482,147.03,114.05,510.00
26506,147.03,114.05,511.00
26546,100.31,61.02,510.00
26570,100.31,111.97,511.00
26594,71.29,111.97,509.00
26618,145.35,58.57,509.00
26643,73.30,113.67,510.00
26668,157.17,113.67,511.00
26691,157.17,64.24,509.00
26716,71.59,113.36,510.00
26740,152.47,113.36,510.00
26764,71.69,68.20,509.00
26788,150.94,117.68,511.00
26812,150.94,117.68,508.00
26836,69.11,70.84,510.00
26861,147.81,122.61,510.00
26885,147.81,122.61,510.00
26909,163.93,59.93,510.00
26934,163.93,59.93,509.00
26957,67.90,60.94,510.00
27000,128.84,60.94,510.00
27031,54.02,60.94,511.00
27056,54.02,60.94,511.00
27079,98.70,25.04,509.00
27104,98.70,25.04,510.00
27128,98.70,25.04,508.00
27152,39.77,25.04,509.00
27176,87.26,25.04,510.00
27200,87.26,25.04,511.00
27225,87.26,25.04,511.00
27248,87.26,25.04,509.00
27273,33.44,25.04,510.00
27296,33.44,25.04,512.00
27321,61.17,25.04,510.00
27344,61.17,25.04,510.00
27369,61.17,25.04,511.00
27393,61.17,25.04,511.00
27417,29.37,25.04,509.00
27441,29.37,25.04,510.00
27465,73.07,25.04,509.00
27490,73.07,25.04,510.00
27521,73.07,25.04,510.00
27544,42.04,25.04,510.00
27586,93.05,0.00,510.00
27614,93.05,0.00,510.00
27638,49.22,0.00,509.00
27662,115.63,0.00,510.00
27685,115.63,0.00,510.00
27710,55.53,0.00,509.00
27735,124.85,0.00,510.00
27758,124.85,0.00,509.00
27782,63.18,0.00,511.00
27806,147.90,0.00,510.00
27830,147.90,0.00,509.00
27854,160.84,0.00,511.00
27878,160.84,0.00,511.00
27902,75.70,3.62,511.00
27927,183.24,3.62,510.00
27951,84.14,3.62,509.00
27975,84.14,38.70,511.00
28000,61.40,38.70,508.00
28026,61.40,74.78,511.00
28051,63.52,74.78,508.00
28075,63.52,46.85,510.00
28099,64.37,46.85,508.00
28123,64.37,93.45,509.00
28147,67.02,93.45,510.00
28193,68.11,48.85,510.00
28218,68.57,92.81,509.00
28241,68.57,92.81,510.00
28266,70.52,61.12,512.00
28291,70.52,108.48,509.00
28314,68.76,108.48,508.00
28339,68.76,65.70,509.00
28363,198.68,113.76,510.00
28387,198.68,113.76,510.00
28411,67.07,63.36,511.00
28436,131.16,100.91,511.00
28460,131.16,100.91,511.00
28484,131.16,50.93,510.00
28511,47.21,50.93,508.00
28535,78.04,79.09,510.00
28560,78.04,79.09,509.00
28583,78.04,79.09,509.00
28608,78.04,41.91,510.00
28632,78.04,41.91,511.00
28656,78.04,61.45,511.00
28680,78.04,61.45,509.00
28704,78.04,61.45,510.00
28728,78.04,61.45,511.00
28752,78.04,29.52,509.00
28800,78.04,29.52,510.00
28823,78.04,48.06,512.00
28848,78.04,48.06,511.00
28871,78.04,48.06,509.00
28896,78.04,32.99,510.00
28920,78.04,32.99,512.00
28944,78.04,32.99,508.00
28968,78.04,53.37,509.00
28992,78.04,53.37,510.00
29022,78.04,53.37,509.00
29045,78.04,53.37,510.00
29070,78.04,29.81,510.00
29093,78.04,29.81,509.00
29118,78.04,50.18,509.00
29142,0.00,50.18,510.00
29165,0.00,50.18,510.00
29189,0.00,38.80,510.00
29212,0.00,38.80,510.00
29237,0.00,75.05,509.00
29260,0.00,75.05,509.00
29284,0.00,75.05,509.00
29308,0.00,46.89,510.00
29332,0.00,84.66,510.00
29372,0.00,84.66,511.00
29400,0.00,51.81,510.00
29423,0.00,83.75,510.00
29447,0.00,83.75,510.00
29470,0.00,83.75,511.00
29495,0.00,52.17,510.00
29521,0.00,88.81,509.00
29545,0.00,88.81,510.00
29570,2.91,57.35,510.00
29593,97.78,101.74,510.00
29618,97.78,101.74,511.00
29641,97.78,68.13,510.00
29666,44.18,124.94,510.00
29689,44.18,124.94,509.00
29713,87.19,79.41,510.00
29737,87.19,130.03,510.00
29761,87.19,82.89,510.00
29786,42.47,137.89,512.00
29809,98.10,137.89,508.00
29834,98.10,84.20,508.00
29857,98.10,137.84,510.00
29882,48.33,85.65,511.00
29905,100.75,145.52,510.00
29930,100.75,87.46,510.00
29972,46.23,150.57,510.00
30004,107.65,148.84,510.00
30027,107.65,148.84,509.00
30052,50.54,90.50,510.00
30075,120.48,157.96,510.00
30100,120.48,93.27,508.00
30125,55.17,160.22,510.00
30148,122.07,95.36,511.00
30173,122.07,167.00,509.00
30197,122.07,98.39,510.00
30221,125.71,167.37,510.00
30245,125.71,98.58,510.00
30270,125.71,171.39,510.00
30294,58.40,100.70,511.00
30318,135.43,167.94,510.00
30342,135.43,98.91,509.00
30366,58.78,166.00,510.00
30390,133.52,99.11,509.00
30414,133.52,174.18,509.00
30439,60.78,100.29,509.00
30484,127.77,100.01,512.00
30509,60.45,176.35,509.00
30533,135.40,100.98,510.00
30574,67.34,112.70,509.00
30602,143.54,51.52,510.00
30625,64.41,51.52,509.00
30650,130.84,68.48,510.00
30674,130.84,68.48,510.00
30698,130.84,68.48,510.00
30723,58.58,68.48,511.00
30747,112.97,68.48,510.00
30771,112.97,68.48,510.00
30795,48.45,68.48,513.00
30819,96.61,68.48,509.00
30843,96.61,68.48,509.00
30867,96.61,68.48,510.00
30892,52.49,68.48,509.00
30916,133.19,68.48,510.00
30940,133.19,68.48,510.00
30967,53.29,68.48,509.00
30992,53.29,68.48,511.00
31015,73.94,68.48,510.00
31040,73.94,68.48,510.00
31064,73.94,68.48,511.00
31088,35.99,68.48,509.00
31113,35.99,68.48,510.00
31136,78.23,68.48,510.00
31195,78.23,68.48,509.00
31220,78.23,68.48,510.00
31244,28.72,0.00,510.00
31268,78.58,0.00,510.00
31292,78.58,0.00,510.00
31316,78.58,0.00,510.00
31340,78.58,0.00,509.00
31365,36.94,0.00,510.00
31388,36.94,0.00,510.00
31412,36.94,0.00,510.00
31436,37.08,3.88,510.00
31461,37.08,97.16,510.00
31488,37.08,97.16,510.00
31512,37.41,51.39,511.00
31537,114.17,51.39,509.00
31560,114.17,101.05,508.00
31585,61.04,101.05,510.00
31609,136.59,57.85,510.00
31633,136.59,120.70,511.00
31657,71.00,79.22,513.00
31682,163.19,132.30,509.00
31706,76.11,132.30,510.00
31730,161.99,80.93,511.00
31755,161.99,132.11,510.00
31801,173.05,139.79,508.00
31824,78.85,139.79,512.00
31849,173.21,141.19,510.00
31874,77.85,141.19,509.00
31897,177.47,84.15,510.00
31922,80.27,140.48,509.00
31946,168.50,82.42,510.00
31974,168.50,134.58,509.00
31997,60.77,134.58,509.00
32022,100.77,76.71,509.00
32047,100.77,115.33,510.00
32070,100.77,115.33,511.00
32095,100.77,62.80,508.00
32119,32.31,99.76,508.00
32143,32.31,99.76,511.00
32167,32.31,51.51,509.00
32191,32.31,51.51,511.00
32216,32.31,76.72,510.00
32239,32.31,76.72,509.00
32264,32.31,76.72,511.00
32288,32.31,38.03,511.00
32312,32.31,38.03,511.00
32336,32.31,60.00,509.00
32360,32.31,60.00,510.00
32406,32.31,60.00,512.00
32431,32.31,38.53,510.00
32460,32.31,72.41,512.00
32484,32.31,72.41,510.00
32508,32.31,72.41,510.00
32532,32.31,42.95,510.00
32556,32.31,42.95,510.00
32580,32.31,70.29,510.00
32604,32.31,70.29,512.00
32627,32.31,70.29,510.00
32652,5.65,45.22,511.00
32675,5.65,86.64,511.00
32700,5.65,86.64,509.00
32723,51.61,55.96,509.00
32747,117.37,55.96,508.00
32772,117.37,107.02,511.00
32795,55.43,67.97,511.00
32820,122.97,124.96,509.00
32843,122.97,124.96,509.00
32868,51.50,74.15,509.00
32891,110.26,128.76,510.00
32915,110.26,128.76,511.00
32943,110.26,130.62,509.00
32988,119.77,77.87,509.00
33012,119.77,130.28,510.00
33036,53.74,130.28,511.00
33060,114.31,82.85,511.00
33084,114.31,137.74,510.00
33108,58.04,82.64,510.00
33132,126.67,137.82,509.00
33157,126.67,87.50,511.00
33180,126.67,141.22,509.00
33205,53.90,141.22,509.00
33228,108.13,141.22,511.00
33252,108.13,56.55,512.00
33276,48.69,76.34,511.00
33300,48.69,76.34,510.00
33325,79.30,76.34,509.00
33348,79.30,76.34,508.00
33372,79.30,76.34,511.00
33396,79.30,76.34,509.00
33423,30.95,76.34,509.00
33447,30.95,76.34,512.00
33471,61.55,76.34,509.00
33495,61.55,76.34,511.00
33518,61.55,76.34,510.00
33543,61.55,76.34,510.00
33588,27.94,76.34,510.00
33612,27.94,76.34,510.00
33636,57.96,76.34,509.00
33659,57.96,76.34,508.00
33684,57.96,76.34,510.00
33708,33.51,76.34,511.00
33731,33.51,76.34,510.00
33756,80.19,6.40,509.00
33779,80.19,95.55,511.00
33804,50.35,95.55,511.00
33827,121.54,95.55,510.00
33851,121.54,45.03,511.00
33875,62.69,87.81,511.00
33902,155.22,87.81,510.00
33927,155.22,52.78,510.00
33950,72.26,52.78,509.00
33974,161.39,103.76,509.00
33998,80.47,103.76,510.00
34022,185.46,53.86,510.00
34046,84.67,106.99,509.00
34070,200.00,106.99,509.00
34095,87.83,67.91,511.00
34118,87.83,117.19,510.00
34143,63.50,117.19,509.00
34186,64.82,122.83,511.00
34209,64.82,122.83,510.00
34234,64.82,72.31,510.00
34257,140.53,122.75,509.00
34282,140.53,122.75,510.00
34306,61.20,66.13,511.00
34330,61.20,98.66,510.00
34354,102.26,98.66,509.00
34393,102.26,53.01,510.00
34417,102.26,76.25,510.00
34441,31.11,76.25,509.00
34465,31.11,76.25,511.00
34489,31.11,40.93,509.00
34513,31.11,40.93,510.00
34537,31.11,40.93,510.00
34561,31.11,51.53,510.00
34585,31.11,51.53,510.00
34609,31.11,51.53,511.00
34632,31.11,51.53,509.00
34657,31.11,51.53,511.00
34680,31.11,51.53,511.00
34704,31.11,21.34,510.00
34728,31.11,21.34,511.00
34771,31.11,39.41,510.00
34799,31.11,39.41,510.00
34823,31.11,39.41,510.00
34847,31.11,39.41,509.00
34871,31.11,39.41,511.00
34902,31.11,26.87,510.00
34925,31.11,57.81,509.00
34949,31.11,57.81,509.00
34973,0.00,57.81,509.00
34997,0.00,57.81,511.00
35020,0.00,36.30,509.00
35045,0.00,36.30,511.00
35068,0.00,75.44,508.00
35092,0.00,75.44,509.00
35116,0.00,75.44,509.00
35140,0.00,41.05,511.00
35164,0.00,71.15,512.00
35187,0.00,71.15,511.00
35211,0.00,71.15,510.00
35235,0.00,43.09,510.00
35259,0.00,43.09,510.00
35282,0.00,81.60,509.00
35306,0.00,81.60,510.00
35331,0.00,81.60,510.00
35376,0.00,42.84,510.00
35402,0.00,74.21,510.00
35427,0.00,74.21,512.00
35450,0.00,46.57,511.00
35475,0.00,46.57,510.00
35499,0.00,80.82,509.00
35523,0.00,80.82,511.00
35547,0.00,49.66,510.00
35571,0.00,49.66,509.00
35595,0.00,78.54,509.00
35619,0.00,78.54,510.00
35643,0.00,48.20,509.00
35667,0.00,48.20,511.00
35691,0.00,77.49,509.00
35716,0.00,77.49,511.00
35739,0.00,77.49,509.00
35764,2.27,46.04,510.00
35787,2.27,77.70,510.00
35812,51.31,77.70,509.00
35835,51.31,77.70,511.00
35860,114.26,53.84,511.00
35885,114.26,97.73,510.00
35912,49.22,97.73,510.00
35955,100.79,111.96,509.00
35983,100.79,111.96,508.00
36007,45.37,73.80,511.00
36032,102.47,119.56,510.00
36056,102.47,76.12,511.00
36080,102.47,135.84,509.00
36104,52.14,135.84,510.00
36128,118.07,83.41,511.00
36153,118.07,144.15,508.00
36177,54.79,87.44,511.00
36201,115.87,153.94,509.00
36226,115.87,91.52,512.00
36249,59.66,156.48,511.00
36274,127.94,91.90,510.00
36298,127.94,158.73,508.00
36323,58.88,94.91,510.00
36346,141.99,158.90,508.00
36377,141.99,94.94,509.00
36402,62.47,159.74,509.00
36425,129.22,95.03,509.00
36449,129.22,168.09,509.00
36473,59.32,96.89,512.00
36498,127.08,168.16,509.00
36521,127.08,96.48,510.00
36568,99.02,99.60,509.00
36592,99.02,158.39,508.00
36616,99.02,158.39,510.00
36640,99.02,136.66,508.00
36665,28.22,136.66,510.00
36688,28.22,75.21,511.00
36713,28.22,115.53,508.00
36737,28.22,115.53,510.00
36761,28.22,66.06,511.00
36786,28.22,101.42,510.00
36809,28.22,101.42,509.00
36834,28.22,57.89,509.00
36857,28.22,57.89,509.00
36885,28.22,92.66,508.00
36910,28.22,92.66,510.00
36933,28.22,58.86,510.00
36958,10.58,97.72,510.00
36981,10.58,97.72,510.00
37006,10.58,63.37,510.00
37030,50.96,107.33,510.00
37054,100.42,107.33,511.00
37079,100.42,69.74,509.00
37103,47.64,118.76,508.00
37127,47.64,118.76,508.00
37174,100.87,132.00,511.00
37197,47.41,80.59,509.00
37222,106.35,135.67,511.00
37246,106.35,135.67,510.00
37270,106.35,141.48,510.00
37295,48.36,141.48,510.00
37318,108.52,86.15,508.00
37343,108.52,151.33,510.00
37370,50.63,88.99,509.00
37395,121.54,155.05,508.00
37419,121.54,90.34,509.00
37443,121.54,154.32,510.00
37468,52.09,90.90,510.00
37491,123.31,156.22,510.00
37516,123.31,93.34,510.00
37540,56.70,162.62,510.00
37564,123.89,95.65,508.00
37588,123.89,159.95,510.00
37613,59.44,159.95,510.00
37637,137.99,173.57,509.00
37661,137.99,173.57,509.00
37685,62.42,136.61,510.00
37709,135.04,136.61,509.00
37734,135.04,136.61,510.00
37779,111.77,96.26,510.00
37803,111.77,96.26,509.00
37833,50.40,96.26,510.00
37858,50.40,41.01,510.00
37881,105.28,41.01,510.00
37905,105.28,41.01,510.00
37929,105.28,38.99,510.00
37953,40.18,38.99,509.00
37978,90.63,38.99,510.00
38001,90.63,38.99,508.00
38026,90.63,38.99,510.00
38049,130.37,38.99,510.00
38073,130.37,38.99,509.00
38097,130.37,38.99,509.00
38121,54.61,38.99,510.00
38146,77.89,38.99,509.00
38169,77.89,38.99,509.00
38193,77.89,38.99,510.00
38217,77.89,38.99,509.00
38241,33.28,38.99,510.00
38265,33.28,38.99,509.00
38289,56.65,38.99,510.00
38334,56.65,38.99,510.00
38379,56.65,38.99,509.00
38404,56.65,38.99,510.00
38427,56.65,38.99,510.00
38452,20.98,38.99,510.00
38475,66.50,38.99,510.00
38500,66.50,0.00,510.00
38524,66.50,0.00,509.00
38548,66.50,0.00,508.00
38573,32.18,0.00,511.00
38596,32.18,0.00,509.00
38621,32.18,0.00,510.00
38644,51.12,0.00,509.00
38669,51.12,0.00,510.00
38692,51.12,0.00,510.00
38717,51.12,0.00,510.00
38740,27.22,0.00,510.00
38765,27.22,0.00,511.00
38789,66.58,0.00,509.00
38813,66.58,0.00,509.00
38841,66.58,0.00,511.00
38864,66.58,0.00,510.00
38889,34.15,0.00,510.00
38913,78.05,0.00,508.00
38937,78.05,2.98,509.00
38982,48.81,89.07,508.00
39006,132.14,89.07,509.00
39030,132.14,52.66,510.00
39055,164.01,91.79,509.00
39078,164.01,91.79,510.00
39103,80.78,59.47,510.00
39127,183.37,59.47,509.00
39151,86.73,92.76,510.00
39176,86.73,65.86,510.00
39199,61.67,65.86,510.00
39224,61.67,114.10,510.00
39248,64.41,69.68,510.00
39273,64.41,116.30,509.00
39297,64.63,116.30,510.00
39321,64.63,69.28,510.00
39349,196.49,112.99,510.00
39373,196.49,112.99,509.00
39397,85.65,69.55,509.00
39421,149.52,111.09,509.00
39446,149.52,111.09,509.00
39470,49.52,64.97,512.00
39494,49.52,89.00,510.00
39519,73.51,89.00,509.00
39542,73.51,89.00,511.00
39587,73.51,44.97,510.00
39612,73.51,61.37,508.00
39635,73.51,61.37,510.00
39660,73.51,61.37,510.00
39684,73.51,61.37,509.00
39708,73.51,30.77,511.00
39732,73.51,30.77,510.00
39756,73.51,30.77,508.00
39781,73.51,53.61,510.00
39804,73.51,53.61,510.00
39834,73.51,53.61,511.00
39858,73.51,53.61,509.00
39882,73.51,27.75,508.00
39906,73.51,27.75,509.00
39929,73.51,53.42,509.00
39954,73.51,53.42,509.00
39977,73.51,53.42,511.00
40001,73.51,53.42,510.00
40026,73.51,35.54,509.00
40049,73.51,35.54,510.00
40073,0.00,61.36,509.00
40097,0.00,61.36,510.00
40121,0.00,61.36,510.00
40164,0.00,39.32,509.00
40192,4.38,74.61,509.00
40216,120.50,74.61,511.00
40240,120.50,48.99,508.00
40264,120.50,48.99,509.00
40288,50.85,92.87,509.00
40312,104.20,92.87,507.00
40340,104.20,119.96,508.00
40364,46.25,119.96,508.00
40388,46.25,73.86,509.00
40413,106.04,128.34,510.00
40436,106.04,128.34,507.00
40461,53.82,78.22,510.00
40485,117.74,139.28,507.00
40509,117.74,82.18,509.00
40534,54.83,147.58,509.00
40558,123.80,89.19,507.00
40582,123.80,156.54,509.00
40606,61.66,156.54,508.00
40631,131.56,145.46,511.00
40655,131.56,145.46,510.00
40679,57.83,86.73,510.00
40704,136.24,149.08,508.00
40728,136.24,86.88,509.00
40773,118.48,89.60,511.00
40797,118.48,155.80,506.00
40821,118.48,155.80,510.00
40845,57.78,88.37,509.00
40869,120.91,131.21,510.00
40893,120.91,131.21,510.00
40918,52.52,52.67,511.00
40941,96.87,52.67,509.00
40966,96.87,69.73,508.00
40989,96.87,69.73,508.00
41013,96.87,69.73,509.00
41037,38.58,69.73,507.00
41061,68.16,69.73,508.00
41085,68.16,69.73,509.00
41109,68.16,69.73,511.00
41133,68.16,69.73,508.00
41157,68.16,69.73,509.00
41181,28.14,69.73,510.00
41204,28.14,69.73,511.00
41229,61.50,69.73,508.00
41252,61.50,69.73,508.00
41280,61.50,69.73,509.00
41304,34.33,69.73,509.00
41347,81.36,69.73,509.00
41374,81.36,69.73,510.00
41398,81.36,69.73,510.00
41422,36.92,69.73,510.00
41446,36.92,6.29,509.00
41470,101.74,93.42,509.00
41495,101.74,93.42,508.00
41519,50.93,93.42,509.00
41543,114.45,44.66,510.00
41568,114.45,76.45,507.00
41591,62.71,76.45,511.00
41616,139.17,76.45,509.00
41640,139.17,50.56,510.00
41664,168.80,85.38,509.00
41689,168.80,85.38,509.00
41712,79.74,57.24,509.00
41737,183.37,57.24,509.00
41764,84.18,105.75,508.00
41789,195.92,67.01,508.00
41814,92.22,119.79,509.00
41837,92.22,119.79,508.00
41862,64.85,71.94,511.00
41886,64.85,123.31,508.00
41910,65.01,123.31,509.00
41956,62.60,125.86,509.00
41979,172.69,125.86,509.00
42004,74.31,69.96,508.00
42029,184.32,110.47,508.00
42052,88.66,110.47,509.00
42077,171.35,64.20,509.00
42101,171.35,115.92,509.00
42126,190.40,71.17,508.00
42149,190.40,120.42,509.00
42174,197.78,120.42,509.00
42199,197.78,72.32,510.00
42222,79.58,120.19,510.00
42264,156.61,64.98,509.00
42289,48.82,64.98,510.00
42312,48.82,104.59,508.00
42337,79.02,104.59,510.00
42360,79.02,55.09,509.00
42385,79.02,87.42,509.00
42408,79.02,87.42,508.00
42432,79.02,87.42,508.00
42457,79.02,49.19,510.00
42480,79.02,78.93,509.00
42505,79.02,78.93,510.00
42551,79.02,44.55,510.00
42574,79.02,44.55,510.00
42598,79.02,74.72,509.00
42622,79.02,74.72,509.00
42646,79.02,74.72,509.00
42671,8.88,42.11,510.00
42694,120.37,42.11,510.00
42718,120.37,76.00,508.00
42742,56.45,76.00,510.00
42769,112.44,54.99,509.00
42793,112.44,100.28,509.00
42817,112.44,100.28,510.00
42842,43.29,68.62,509.00
42865,43.29,120.60,511.00
42890,95.14,75.61,508.00
42913,95.14,125.75,509.00
42938,47.87,125.75,510.00
42961,110.41,80.93,509.00
42986,110.41,141.56,509.00
43010,110.41,84.18,509.00
43034,52.48,139.15,509.00
43058,112.65,139.15,509.00
43082,112.65,85.89,511.00
43106,52.79,146.89,510.00
43151,116.57,155.25,508.00
43175,116.57,93.18,510.00
43199,54.80,158.09,511.00
43224,129.56,92.88,511.00
43251,129.56,162.58,509.00
43275,57.41,98.57,509.00
43299,134.67,167.45,509.00
43323,134.67,97.40,510.00
43347,60.10,166.19,508.00
43371,129.47,94.63,508.00
43396,129.47,150.97,508.00
43419,57.59,150.97,509.00
43444,124.58,54.50,509.00
43467,124.58,54.50,510.00
43492,54.70,74.53,509.00
43515,102.81,74.53,509.00
43540,102.81,74.53,509.00
43564,102.81,74.53,510.00
43588,102.81,74.53,508.00
43612,37.55,23.22,509.00
43636,0.00,23.22,509.00
43660,0.00,23.22,511.00
43683,0.00,23.22,510.00
43726,0.00,23.22,506.00
43754,32.55,23.22,510.00
43779,73.77,23.22,509.00
43802,73.77,23.22,508.00
43826,73.77,23.22,509.00
43850,73.77,23.22,510.00
43874,30.80,23.22,507.00
43898,30.80,23.22,509.00
43922,67.87,23.22,509.00
43945,67.87,23.22,509.00
43970,67.87,23.22,509.00
43994,36.32,23.22,511.00
44018,36.32,23.22,510.00
44042,91.72,23.22,509.00
44065,91.72,23.22,509.00
44090,91.72,23.22,510.00
44113,41.82,0.00,508.00
44138,99.51,0.00,508.00
44162,99.51,0.00,510.00
44185,52.66,0.00,509.00
44213,125.31,0.00,512.00
44236,125.31,4.94,508.00
44261,63.95,4.94,509.00
44284,166.52,46.89,509.00
44327,175.69,77.57,509.00
44356,175.69,77.57,511.00
44380,185.00,77.57,508.00
44404,185.00,50.10,509.00
44429,197.01,94.34,509.00
44452,197.01,94.34,509.00
44477,91.09,57.55,509.00
44500,91.09,104.79,509.00
44525,188.16,104.79,510.00
44550,188.16,59.76,509.00
44574,76.88,100.98,509.00
44598,129.29,100.98,509.00
44622,129.29,100.98,509.00
44647,54.77,60.74,510.00
44670,54.77,93.25,510.00
44698,83.94,93.25,510.00
44723,83.94,51.67,510.00
44746,83.94,51.67,508.00
44771,83.94,79.33,511.00
44794,83.94,79.33,511.00
44819,83.94,79.33,510.00
44844,83.94,40.47,509.00
44867,83.94,40.47,507.00
44892,83.94,54.78,511.00
44937,83.94,54.78,509.00
44960,83.94,54.78,511.00
44985,83.94,34.27,510.00
45009,83.94,34.27,512.00
45033,83.94,58.85,511.00
45058,83.94,58.85,509.00
45081,83.94,58.85,510.00
45106,83.94,36.71,510.00
45130,83.94,36.71,512.00
45154,83.94,65.45,508.00
45184,0.00,65.45,510.00
45207,0.00,65.45,510.00
45232,0.00,45.98,509.00
45255,0.00,73.03,511.00
45279,0.00,73.03,510.00
45303,0.00,73.03,509.00
45327,0.00,47.07,509.00
45350,0.00,47.07,510.00
45375,0.00,77.47,509.00
45399,0.00,77.47,509.00
45423,0.00,47.13,509.00
45447,0.00,47.13,509.00
45470,0.00,76.78,510.00
45513,0.00,76.78,509.00
45541,0.00,48.15,508.00
45565,0.00,83.30,508.00
45589,0.00,83.30,510.00
45614,0.00,83.30,510.00
45637,0.00,49.74,510.00
45662,0.00,81.89,509.00
45685,0.00,81.89,510.00
45713,0.00,81.89,509.00
45736,0.00,47.04,510.00
45761,0.00,79.60,510.00
45785,0.00,79.60,509.00
45809,0.00,79.60,509.00
45833,0.00,50.20,509.00
45857,0.00,82.80,510.00
45881,0.00,82.80,508.00
45905,0.00,82.80,508.00
45930,2.41,50.67,510.00
45954,103.88,92.06,510.00
45978,103.88,92.06,510.00
46002,103.88,58.38,509.00
46026,41.82,108.46,509.00
46051,41.82,108.46,509.00
46075,76.87,69.23,509.00
46120,76.87,122.67,510.00
46145,38.02,76.28,509.00
46169,38.02,137.92,510.00
46193,95.03,83.23,509.00
46239,47.27,147.23,511.00
46263,47.27,156.67,510.00
46287,101.20,156.67,510.00
46312,101.20,161.05,510.00
46336,50.32,161.05,509.00
46360,116.77,172.69,509.00
46385,116.77,172.69,509.00
46409,59.95,96.62,508.00
46434,139.59,160.81,509.00
46457,139.59,90.45,509.00
46482,67.37,155.70,509.00
46507,145.91,87.31,509.00
46531,68.69,150.09,510.00
46555,139.82,94.39,510.00
46579,139.82,145.35,511.00
46604,62.09,145.35,508.00
46628,124.79,147.41,510.00
46652,124.79,147.41,509.00
46680,64.54,89.34,508.00
46725,146.26,73.16,509.00
46750,60.13,136.51,509.00
46774,113.17,136.51,508.00
46798,113.17,151.58,509.00
46822,58.87,151.58,509.00
46846,131.51,163.97,511.00
46871,131.51,163.97,509.00
46896,58.87,97.07,511.00
46920,137.06,160.81,508.00
46944,137.06,92.51,509.00
46968,61.49,162.44,510.00
46993,123.44,95.04,511.00
47017,123.44,160.29,509.00
47041,58.87,92.72,509.00
47066,124.01,158.76,510.00
